Question Number,Answer
247,1.1943691075810408
248,1.4240000000000004
249,-11.41
250,27.477
251,9.34
252,-4.1811
253,-3.8286826735885793
254,-295.804494
255,9.07
256,0.856588568870318
257,52.791
258,0.19399999999999906
259,2.035
260,7.45
261,-3.8
262,0.20300000000000118
263,6.46
264,1
265,1.919999999999999
266,-1
267,0.08499999999999996
268,-827.3489999999999
269,1
270,7.05
271,8.901
272,-790.5076
273,24.786
274,80.782
275,1
276,-641.7936639999999
277,-38.74
278,1.2
279,0.10692899914456801
280,1.23
281,6.182
282,9.749781
283,-1
284,2.288
285,2.9
286,0.167897918065816
287,-9.725999999999999
288,1.0
289,-3.893805309734513
290,0.5470000000000002
291,1
292,2.8600000000000225
293,0.17499999999999982
294,1.42
295,7.013
296,-3.645
297,2.6521852237252865
298,1
299,0.7746716066015494
300,-9.07
301,7.08
302,0.14102383302778168
303,4.868000000000002
304,1100.47
305,8.408000000000001
306,1
307,3.7982759999999995
308,109.633
309,1.0
310,1.0350000000000001
311,-5535.078999999999
312,9.13029
313,69.646
314,3.1
315,2.2
316,2.9559999999999995
317,0.5204301075268817
318,5.226000000000013
319,17.116284999999998
320,6.198
321,0.2
322,31.255
323,-3.880657600974224
324,5.525
325,-59.79
326,2.21
327,0.1837897445322551
328,-3.6
329,13.12
330,0.18126116926219046
331,-110.61347400000001
332,10.431
333,5.524999999999997
334,-79.6
335,235.75125
336,3.581000000000609
337,-109.1
338,9.07
339,6.3
340,-1
341,0.9060000000000006
342,-2.45
343,32.83434
344,2.22
345,2.484
346,1.73
347,8.411999999999999
348,0.10594342621040365
349,10.3
350,6.182
351,0.9440000000000008
352,1.299
353,8.038
354,29.805960000000002
355,7.7
356,8.742
357,10.95703787450537
358,-3.5169999999999995
359,30.073
360,0.43
361,80.8
362,175.537
363,-0.8089999999999997
364,2.4250000000000007
365,4886.867
366,455.4911731207289
367,1.6235234983664237
368,2.1497919556171987
369,4.104
370,1
371,-0.757
372,0.16059165346011622
373,2
374,0.5460000000000007
375,89.554
376,-160.899
377,3.62
378,77.88
379,29.494
380,1.75
381,8.12958
382,-48470.686803
383,9.13
384,2.65
385,-1.6725896676538334
386,-14.056
387,5.623376000000001
388,5.346
389,4.11
390,23.509999999999998
391,1.83
392,1.02
393,1.451
394,0.7652173913043478
395,7.05
396,25.362
397,-641.79
398,176.28726600000002
399,1
400,9.248
401,6.723991507430998
402,3.968
403,1.2005949851253719
404,-53.730000000000004
405,-109.14930000000001
406,1.9110000000000062
407,1.92
408,0.42599999999999927
409,1.0
410,1
411,-48470.69
412,11.99496728736789
413,2276.1662499999998
414,45.053
415,0.484
416,5.034257120862202
417,1.5
418,1
419,1.4172406131970672
420,8.842
421,11.157
422,13.2
423,3.1
424,0.7479999999999998
425,-389.984448
426,-11.297
427,14.18
428,9.3216
429,1
430,8.801
431,-2260.87
432,-1
433,3.3180000000000005
434,23.4
435,-1
436,1.02
437,2.32
438,1.0
439,1.0
440,-3.88
441,-69.478
442,13.811249999999996
443,2276.166
444,0.15297537096527458
445,5.5
446,-9.068999999999999
447,0.3563791874554526
448,0.9983965793693211
449,2.484
450,1.71
451,-295.524
452,1.7349999999999985
453,7.05
454,-1
455,69.82243400000002
456,1
457,71.4472
458,10.822
459,-7.83
460,1.0
461,1.6
462,0.10882576994232235
463,1.7
464,7.309
465,2.728533685601057
466,31.67
467,-42.8827
468,-79.592282
469,99.61055999999999
470,1.04
471,8.55
472,1.0
473,-164.34
474,1
475,15.026
476,1
477,3.8
478,1
479,5.866
480,0.43799999999999994
481,175.53699
482,10.777000000000001
483,5.03
484,6.72
485,1.0
486,8
487,678.08
488,8.1
489,1
490,8.094165628186246
491,591.15
492,1.1300000000000008
493,-30.076999999999998
494,1.04
495,6.9
496,79.47
497,30.464608
498,1.2726054922973877
499,17.658
500,25.4
501,-243.29299999999998
502,4.636
503,1.1999999999999997
504,18.618
505,6.992
506,-4.517
507,-32.574
508,-9.165
509,27.273
510,4.5
511,23.42725
512,1
513,2.07
514,13.623708
515,5.71
516,58.149
517,-16.264
518,15.34
519,1.134
520,8.13
521,-389.98
522,1.47
523,2.969
524,1
525,1
526,75.95046
527,120.78038
528,30.8
529,1.89
530,-2.244
531,6.2989999999999995
532,46.073691999999994
533,12.652000000000001
534,11.31141
535,8.117
536,65.76400799999999
537,36.64
538,1
539,1
540,1.02
541,3.589
542,-26.08
543,2.5010000000000003
544,6.119999999999999
545,2.3166528239202657
546,5.672
547,1
548,0.1914241960183767
549,8.762
550,-26.07609860664523
551,79.85889999999999
552,-817.77
553,44.523227999999996
554,1
555,2.226
556,-31.031788
557,29.81
558,19.439
559,0.6960035922766054
560,-1.01
561,1
562,1.338
563,2.2249999999999996
564,8.845
565,0.6563845050215208
566,1.4
567,17.08
568,7.449000000000001
569,8.553
570,0.522
571,652.626
572,99.611
573,27.372
574,1.0
575,6.198
576,1
577,-1.51
578,15.284
579,6.992068630624798
580,8.641808996872745
581,11.99
582,3.8470000000000004
583,-0.8729999999999999
584,1
585,0.3707823507601038
586,1.915
587,1.63
588,-12.486
589,-38.7427
590,59.66532
591,1
592,3.589
593,-1.54
594,4.614
595,-1.44
596,79.46784
597,-170.8
598,31.670496
599,-170.81124
600,19.42
601,143.60824742268042
602,-3.999
603,1.0
604,-1.6836886993603408
605,169.578
606,59.7
607,4.047
608,-11.618731180562767
609,5.367
610,27.45
611,3.642
612,1
613,2.067285382830627
614,4.35
615,0.8791840252837234
616,4.52
617,11.4
618,12.577
619,-41.295
620,0.46142967343790176
621,7.278
622,0.24656803945088632
623,1
624,3199.37
625,77.8789
626,148.29100000000003
627,0.6871165644171779
628,1.67
629,0.5990338164251208
630,3.1456911262798637
631,1.04
632,-1.3719999999999999
633,4.135999999999999
634,0.863
635,-1
636,-3.5289999999999995
637,1
638,10.96
639,0.7750000000000004
640,-3.6159999999999997
641,2.6575565980012232
642,8.862
643,365.24296
644,17.081456
645,0.19157088122605365
646,5.739999999999999
647,8.335
648,-1.5148184071559434
649,1.197
650,1.5950000000000002
651,1.622618315918869
652,27.448688896082874
653,365.243
654,-1
655,0.35195233535482495
656,43.197
657,2.43
658,-694.7971727105102
659,1.6
660,-1
661,2.32
662,8.891
663,1.6319999999999997
664,1
665,-1
666,-3.8529999999999998
667,0.6061588330632092
668,2.149
669,43.19666
670,0.7926000000000001
671,6.646
672,5.946
673,58.14912
674,-790.51
675,2.9
676,-817.7739999999999
677,0.15855704697986575
678,1.3946044810242342
679,70.206
680,-1378.5586871209418
681,6.42
682,-95.758
683,-3.9
684,-37.4
685,-0.5513807152557718
686,-15.793
687,1.0
688,1
689,-11.6
690,-1.4409999999999998
691,1.0
692,0.15400000000000036
693,1
694,2.76
695,18.051000000000002
696,1.0
697,-0.1749523644552226
698,3.63
699,-1.0099999999999998
700,2.175
701,17.51787
702,1.8948871750928307
703,-3.9
704,120.78
705,0.42600000000000016
706,0.4280000000000004
707,13.198820928518792
708,-66.5
709,0.11550050217609643
710,1
711,30.09
712,2.45
713,19.246537999999997
714,7.154
715,7
716,10.12
717,-66.49730100000001
718,64.61
719,35.924
720,-3.52
721,9.75
722,12.974
723,-9.671999999999999
724,19.563624
725,39.45427900000001
726,1
727,1.0
728,33.48
729,-17.92
730,-108.39384000000001
731,-2269.346
732,23.55618
733,11.304409672830724
734,41.57
735,-111.9
736,10.452
737,-17.111429
738,-3.9049999999999994
739,0.387747188832881
740,5.692000000000001
741,2.8980000000000024
742,15.283640000000002
743,13.117999999999999
744,-18.41
745,1
746,1.0
747,-7.829389226955149
748,1
749,1.0199999999999978
750,-1
751,17.518
752,1.0
753,14.182500000000001
754,-448.79200000000003
755,1.92
756,1.2
757,13.034
758,17.12
759,5.0409999999999995
760,13.03
761,39.289
762,1.44
763,75.979
764,1
765,1.0
766,-37.431000000000004
767,3.737
768,-4879.27
769,2
770,2.15
771,1.6
772,6.634
773,23.334
774,30.46
775,12.65
776,-1.67
777,-829.03
778,3.85
779,-111.88405797101449
780,-1
781,-3.85
782,-16.948
783,1
784,3.1
785,6.349999999999999
786,1.2
787,-25.32
788,7.14
789,4.038
790,10.952
791,64.14999999999999
792,19.41707130079223
793,3.5860000000000003
794,2.66
795,-166.53
796,1.825999999999997
797,1
798,5.072
799,8.548144
800,5.954000000000001
801,-38.24
802,16
803,5.531142182676594
804,-2269.346
805,-10.538
806,1.0
807,23.334000000000003
808,4.321
809,1.987
810,-4.5
811,25.195
812,2.32
813,3.553
814,1
815,7.3532
816,0.724
817,5.62
818,60.605
819,15.85068
820,75.95
821,9.14508
822,0.2650000000000001
823,5.607786589762077
824,1
825,10.68
826,33.559
827,-1.5432608695652175
828,0.5440900562851783
829,16.987000000000002
830,6.72
831,54.295829999999995
832,3.60876
833,1
834,8.723
835,-18.405172413793107
836,11.244
837,10.713
838,3.318
839,-8.937000000000001
840,5.69
841,-15.587000000000002
842,5.0180000000000025
843,1.2
844,127.54
845,2.55
846,-3864.09912
847,9.73
848,0.8349999999999991
849,6.474
850,0.7419206967682788
851,0.6533493541604084
852,6.2
853,-3864.1
854,42.467
855,2.0348837209302326
856,6.1939999999995194
857,-108.39
858,-0.07999999999999996
859,1
860,1.2907779653214668
861,1.0350000000000001
862,-4879.27219649688
863,-10.166
864,9.86
865,-9.81
866,32.742
867,20.389000000000003
868,3.629666011787819
869,-1
870,-1.218
871,2.904
872,1
873,6.555
874,-0.8756465032606252
875,1.4
876,1.6079999999999997
877,6.39
878,46.07
879,4.350000000000001
880,1.4663999999999997
881,-838.6
882,9.212
883,1
884,23.56
885,0.8520000000000003
886,0.4308012486992716
887,1
888,7.719110981137592
889,2.288000000000048
890,-3.913218839448348
891,9.748
892,4.1080000000000005
893,1.0
894,1
895,1
896,-26.13
897,29.494464999999995
898,678.0816000000001
899,5.74
900,1
901,-166.53
902,12.696
903,26.24
904,1.52
905,1.6
906,1.261831726555653
907,1.2189999999999999
908,-39.88
909,-2.4459999999999997
910,-0.8125778331257784
911,1
912,127.5428
913,0.4770000000000003
914,6.2
915,-31.032
916,11.403409
917,6.514
918,6.379
919,370.34
920,1.7534062758051199
921,2.352
922,-2
923,7.154
924,-3413.066
925,9.3
926,-3.894
927,6.66
928,2.1740000000000013
929,12.160294795025335
930,1
931,11.995000000000001
932,-1
933,-5535.079
934,1.0
935,-43.893
936,5.61
937,1
938,2.73
939,54.3
940,11.165
941,13.079
942,1
943,-15.038
944,7.2010000000000005
945,8.937000000000001
946,16.184
947,1.0
948,1.0
949,6.173
950,1
951,1.0
952,-95.7576112412178
953,1.576999999999991
954,9.72
955,5.467
956,8.786000000000001
957,3.957
958,1
959,0.657
960,3420.98505
961,9.064
962,22.763549999999995
963,1
964,1
965,0.2158428663932657
966,176.29
967,21.918999999999997
968,-39.804
969,0.3002692998204668
970,10.120000000000001
971,1
972,-4.723
973,1.0
974,1.58
975,171.6
976,1.91
977,0.11811953697141508
978,3.127
979,-9.16
980,12.696000000000002
981,1.5755847953216375
982,2.35
983,0.42200000000000015
984,-110.61
985,-102.844
986,-110.31187999999999
987,26.352899999999998
988,5.95
989,20.39
990,5.367
991,4.41
992,1
993,0.11147029316687103
994,30.753359999999997
995,7.277999999999999
996,13.62
997,4.9
998,22.76
999,591.149738
1000,39.37
