Question Number,Answer
282,9.749781
283,-1
284,2.29
285,2.9
286,0.1678979181
287,-9.726
288,1
289,-3.896928683
290,0.547
291,1
292,1.47
293,0.175
294,1.42
295,7.013
296,-3.645
297,2.6482830385
298,1
299,0.7746716066
300,-9.07
301,7.08
302,0.141023833
303,4.888
304,1348.21
305,8.408
306,1
307,3.8012
308,109.633
309,1
310,1.035
311,-5534.9184
312,9.13029
313,69.641
314,3.15
315,2.2
316,2.956
317,0.5204301075
318,5.226
319,17.116285
320,6.198
321,0.2
322,31.23
323,-3.8826872336
324,5.52
325,-24.58
326,2.21
327,0.1837897445
328,2.44
329,13.12
330,0.1812611693
331,-110.613474
332,10.431
333,5.525
334,-79.46
335,235.75125
336,3.441
337,-109.21
338,9.07
339,6.3
340,-1
341,0.906
342,-2.45
343,32.83434
344,2.2
345,2.484
346,1.73
347,8.548
348,0.1059434262
349,10.28
350,6.182
351,0.944
352,1.3
353,8.018
354,29.80596
355,7.7
356,8.742
357,10.9364989636
358,-3.657
359,30.073
360,0.43
361,80.76
362,175.67
363,-0.809
364,2.425
365,4886.727
366,455.4911731207
367,1.6034179442
368,2.1544151641
369,4.104
370,1
371,-0.757
372,0.1605916535
373,1
374,0.596
375,89.514
376,-160.899
377,3.62
378,77.88
379,29.494
380,1.7
381,8.12958
382,-48469.29444
383,9.13
384,2.65
385,-1.6729187233
386,-14.056
387,5.623376
388,5.346
389,4.11
390,18.81
391,1.82
392,1.02
393,1.451
394,0.7652173913
395,7.05
396,25.352
397,-641.79
398,176.337486
399,1
400,9.248
401,6.7239915074
402,3.978
403,1.2005949851
404,-53.7
405,-109.21313
406,1.91
407,1.92
408,0.426
409,1
410,1
411,-48469.29
412,11.9932897165
413,2276.16625
414,45.053
415,0.484
416,5.0342571209
417,1.46
418,1
419,1.4172406132
420,8.842
421,11.157
422,13.19
423,3.15
424,0.748
425,-389.984448
426,-11.267
427,13.8
428,9.3216
429,1
430,8.801
431,-2260.87
432,-1
433,3.348
434,23.4
435,-1
436,1.02
437,2.32
438,1
439,1
440,-3.88
441,-69.478
442,28.438125
443,2276.17
444,0.152975371
445,5.55
446,-9.069
447,0.3563791875
448,0.9983965794
449,2.484
450,1.71
451,-295.254
452,1.735
453,7.05
454,-1
455,69.822434
456,1
457,72.012
458,10.822
459,-7.83
460,1
461,1.6
462,0.1088257699
463,1.67
464,7.309
465,2.7285336856
466,31.67
467,-42.8827
468,-79.455502
469,99.61056
470,1.04
471,4.27
472,1
473,-164.34
474,1
475,15.166
476,1
477,3.8
478,1
479,5.866
480,0.438
481,175.66573
482,10.777
483,5.03
484,6.72
485,1
486,8
487,678.08
488,8.16
489,1
490,8.1581511272
491,591.15
492,0.85
493,-30.052
494,1.04
495,6.9
496,79.47
497,30.574668
498,1.2726054923
499,17.658
500,25.44
501,-243.5383
502,4.636
503,1.2
504,9.4374
505,6.993
506,-4.497
507,-32.544
508,-8.785
509,27.293
510,4.5
511,23.42725
512,1
513,2.07
514,13.7551
515,5.71
516,58.04
517,-16.264
518,10.64
519,1.134
520,8.13
521,-389.98
522,1.47
523,2.969
524,1
525,1
526,75.95046
527,120.783221
528,30.8
529,1.89
530,-2.244
531,6.299
532,46.073692
533,12.662
534,11.31141
535,8.117
536,65.78208
537,36.64
538,1
539,1
540,1.02
541,3.599
542,-26.1
543,2.501
544,6.13
545,2.3166528239
546,5.672
547,1
548,0.191424196
549,8.762
550,-26.1028938907
551,79.838
552,-817.78
553,44.523228
554,1
555,2.226
556,-31.050098
557,29.81
558,19.409
559,0.7072294567
560,-1.02
561,1
562,1.34
563,2.225
564,8.845
565,0.6527977044
566,1.39
567,17.08
568,7.459
569,8.553
570,0.522
571,652.626
572,99.61
573,27.372
574,1
575,6.198
576,1
577,-1.51
578,15.28
579,6.9925542247
580,8.6541544383
581,11.99
582,3.847
583,-0.873
584,1
585,0.3707823508
586,1.915
587,1.63
588,-12.486
589,-38.7427
590,59.66532
591,1
592,3.599
593,-1.54
594,4.614
595,-1.3
596,79.46784
597,-170.81
598,31.670496
599,-170.81124
600,19.42
601,175.9376223411
602,-3.999
603,1
604,-1.6836886994
605,130.078
606,59.67
607,4.06
608,-11.616654553
609,5.367
610,21.06
611,3.642
612,1
613,2.0672853828
614,4.4
615,0.8806206005
616,4.5
617,11.4
618,12.717
619,-41.265
620,0.462715351
621,7.28
622,0.2465680395
623,1
624,3199.37
625,77.8789
626,180.619
627,0.6871165644
628,1.67
629,0.6005434783
630,3.1456911263
631,1.04
632,-1.372
633,4.136
634,0.913
635,-1
636,-3.509
637,1
638,10.94
639,0.775
640,2.441
641,2.657556598
642,8.862
643,365.24296
644,17.083899
645,0.1915708812
646,5.737
647,8.335
648,-1.5148184072
649,1.197
650,7.635
651,1.6213890596
652,21.0550339916
653,365.243
654,-1
655,0.3519523354
656,43.2
657,2.43
658,-694.7971727105
659,1.114
660,-1
661,2.32
662,8.891
663,1.632
664,1
665,-1
666,-3.861
667,0.6061588331
668,2.149
669,43.19666
670,0.7926
671,6.65
672,5.946
673,58.039134
674,-789.12
675,1.47
676,-817.784
677,0.158557047
678,1.394604481
679,70.226
680,-1378.5586871209
681,6.42
682,-95.759
683,-3.91
684,-37.43
685,-0.5513807153
686,-15.793
687,1
688,1
689,-11.6
690,-1.301
691,1
692,0.154
693,1
694,2.76
695,21.461
696,1
697,-0.1766845661
698,3.63
699,-1.023
700,2.175
701,17.51787
702,1.8948871751
703,-3.9
704,120.78
705,0.426
706,0.161
707,13.1929255711
708,-66.5
709,0.1155005022
710,1
711,30.09
712,2.45
713,19.246538
714,7.29
715,7
716,10.2
717,-66.497301
718,64.6
719,35.97532
720,-3.66
721,9.75
722,12.974
723,-9.672
724,19.570744
725,39.350178
726,1
727,1
728,33.48
729,-17.92
730,-108.39384
731,-2269.35
732,23.545705
733,11.3044096728
734,41.6
735,-111.88
736,10.452
737,-17.111429
738,-3.905
739,0.3877471888
740,6.972
741,2.898
742,15.28364
743,13.118
744,-18.41
745,1
746,1
747,-7.829389227
748,1
749,1.02
750,-1
751,17.52
752,1
753,13.8043
754,-448.792
755,1.92
756,1.22
757,13.034
758,17.12
759,5.041
760,13.03
761,39.289
762,1.44
763,75.979
764,1
765,1
766,-37.431
767,3.737
768,-4879.13
769,2
770,2.15
771,7.63
772,6.634
773,23.33
774,30.57
775,12.66
776,-1.67
777,-829.04
778,3.85
779,-111.884057971
780,-1
781,-3.86
782,-16.958
783,1
784,3.15
785,13.075
786,1.2
787,-25.33
788,7.14
789,4.038
790,10.972
791,64.15
792,19.4170713008
793,3.556
794,2.66
795,-166.58
796,1.816
797,1
798,5.072
799,4.274072
800,5.954
801,-38.26
802,16
803,5.5511167605
804,-2269.35
805,-10.678
806,1
807,23.334
808,4.321
809,1.987
810,-4.5
811,25.194
812,2.32
813,3.613
814,1
815,7.2939
816,0.724
817,5.62
818,60.6
819,15.85068
820,75.95
821,9.14508
822,0.265
823,5.6068252824
824,1
825,10.71
826,33.559
827,-1.5432608696
828,0.5440900563
829,16.627
830,6.72
831,54.29583
832,3.60876
833,1
834,8.723
835,-18.40625
836,11.239
837,10.713
838,3.35
839,-12.347
840,6.97
841,-6.407
842,5.288
843,1.2
844,127.543
845,1.27
846,-3864.09912
847,9.73
848,7.56
849,6.474
850,0.7419206968
851,0.6533493542
852,6.15
853,-3864.1
854,42.467
855,2.0348837209
856,6.194
857,-108.39
858,-0.08
859,1
860,1.3116464631
861,1.035
862,-4879.131266358
863,-10.168
864,7.56
865,-9.809
866,32.742
867,20.359
868,3.6296660118
869,-1
870,-1.218
871,2.904
872,1
873,6.555
874,-0.8769957275
875,1.39
876,1.608
877,6.39
878,46.07
879,4.4
880,1.4664
881,-838.61
882,9.212
883,1
884,23.55
885,0.852
886,0.4308012487
887,1
888,7.7191109811
889,2.288
890,-3.9097059589
891,9.748
892,4.108
893,1
894,1
895,1
896,-26.13
897,29.494465
898,678.0816
899,5.74
900,1
901,-166.58
902,12.676
903,26.24
904,1.52
905,1.11
906,1.2618317266
907,1.224
908,-39.88
909,-2.446
910,-0.8125778331
911,1
912,127.5428
913,0.477
914,6.19
915,-31.05
916,11.403409
917,6.514
918,6.379
919,370.34
920,1.7162469034
921,2.352
922,-2
923,7.29
924,-3413.066
925,9.32
926,-3.9
927,6.66
928,2.174
929,12.1372639337
930,1
931,11.995
932,-1
933,-5534.92
934,1
935,-43.863
936,5.61
937,1
938,2.73
939,54.3
940,11.135
941,13.079
942,1
943,-15.008
944,7.182
945,2.881
946,16.164
947,1
948,1
949,6.153
950,1
951,1
952,-95.7587822014
953,1.577
954,9.36
955,5.467
956,8.786
957,3.96
958,1
959,0.657
960,3420.98505
961,9.064
962,23.0252
963,1
964,1
965,0.2158428664
966,176.34
967,12.7384
968,-39.822
969,0.3007181329
970,10.17
971,1
972,-4.723
973,1
974,1.58
975,171.6
976,1.91
977,0.118119537
978,3.127
979,-8.8
980,12.676
981,1.5755847953
982,2.35
983,0.422
984,-110.61
985,-102.844
986,-110.31188
987,26.3529
988,5.95
989,20.36
990,5.367
991,4.41
992,1
993,0.1114702932
994,30.75336
995,7.278
996,13.76
997,4.89
998,23.03
999,591.149738
1000,39.37
