Question Number,Answer
479,5.866
480,0.43799999999999994
481,175.71722599999998
482,10.793
483,5.034
484,6.717
485,1.0
486,8
487,677.421
488,8.141
489,1
490,8.140555114988105
491,591.201
492,1.008
493,-30.044999999999998
494,1.04
495,6.858
496,69.219
497,30.607686
498,1.2729403884795714
499,17.658
500,25.418
501,-243.5606
502,4.636
503,1.2060000000000006
504,7.82598
505,6.992
506,-4.494999999999998
507,-32.539
508,-7.56
509,27.298000000000002
510,4.5
511,22.471905
512,1
513,2.067
514,13.73457
515,5.71
516,58.049
517,-16.259999999999998
518,14.749
519,1.134
520,8.122
521,335.956
522,-0.515
523,2.969
524,1
525,1
526,75.875724
527,120.59855599999999
528,30.753
529,1.895
530,-2.243
531,6.2989999999999995
532,46.073691999999994
533,12.661000000000001
534,11.341374
535,8.117
536,65.682684
537,36.638
538,1
539,1
540,0.993
541,3.5980000000000003
542,-26.105
543,2.498
544,6.1259999999999994
545,2.3166528239202657
546,5.672
547,1
548,0.1914241960183767
549,8.762
550,-26.105144694533763
551,79.790975
552,20.826
553,44.523227999999996
554,1
555,2.229
556,-31.05376
557,29.806
558,19.433999999999997
559,0.7063313875168388
560,-1.019
561,1
562,1.34
563,2.2249999999999996
564,8.845
565,0.6520803443328551
566,1.394
567,17.081
568,7.454999999999999
569,8.553
570,0.522
571,652.63
572,99.616
573,27.360595
574,1.0
575,6.198
576,1
577,-1.514
578,15.271
579,6.992068630624798
580,8.656623526581669
581,12.004
582,3.6929999999999996
583,0.051000000000000045
584,1
585,0.3707823507601038
586,1.9180000000000001
587,1.632
588,9.124
589,-39.03390699999999
590,59.66532
591,1
592,3.5980000000000003
593,-1.543
594,4.609
595,-1.309
596,69.219396
597,147.149
598,31.636176
599,147.148728
600,19.425
601,143.72099699856454
602,-3.999
603,1.0
604,-0.7242004264392323
605,164.61
606,59.665
607,4.056
608,-11.614681756826913
609,5.367
610,26.645
611,1.952
612,1
613,2.067285382830627
614,4.373
615,0.8800459704065506
616,4.495
617,11.403
618,12.691999999999998
619,-41.260000000000005
620,0.46258678323476476
621,7.269
622,0.24656803945088632
623,1
624,3199.367
625,77.8789
626,148.40200000000002
627,0.6868098159509203
628,0.746
629,0.6006944444444443
630,3.1456911262798637
631,1.04
632,-1.3719999999999999
633,4.135999999999999
634,1.025
635,-1
636,-3.504
637,1
638,10.938
639,0.7750000000000004
640,-3.657
641,2.6581684682847238
642,8.862
643,365.274672
644,17.081456
645,0.19157088122605365
646,6.667999999999999
647,8.335
648,-1.5143873262204977
649,1.197
650,1.5380000000000003
651,1.620897357098955
652,26.644545160246036
653,365.275
654,-1
655,0.351952335354825
656,43.197
657,1.649
658,-694.6561155500922
659,1.538
660,-1
661,2.317
662,8.891
663,1.6319999999999997
664,1
665,-1
666,-3.8680000000000003
667,0.6058887088060507
668,2.149
669,43.19666
670,2.7741
671,-2.328
672,4.256
673,58.048697999999995
674,-788.869
675,1.219
676,20.826
677,0.15855704697986575
678,1.3938424020728546
679,70.22800000000001
680,-1378.561541205851
681,6.42
682,2.439
683,-3.909
684,-37.427
685,-0.5513807152557718
686,-6.793
687,1.0
688,1
689,-11.615
690,-1.3090000000000002
691,1.0
692,0.15799999999999992
693,1
694,2.625
695,18.092
696,1.0
697,-0.17651134592066517
698,3.63
699,-1.0190000000000001
700,2.175
701,11.887641
702,1.8948871750928307
703,-3.905
704,120.599
705,0.4219999999999997
706,1.3322676295501878e-15
707,13.1861459100958
708,-66.53
709,0.11550050217609643
710,1
711,30.063000000000002
712,2.4480000000000004
713,19.181632
714,7.285
715,7
716,10.178
717,-66.529593
718,64.665
719,35.985583999999996
720,-3.632
721,9.75
722,12.989
723,-9.669999999999998
724,19.572168
725,39.317304
726,1
727,1.0
728,33.476
729,-17.935
730,0.0
731,-2268.892
732,23.551990000000004
733,9.846230440967283
734,41.608
735,-111.861
736,10.452
737,-17.111429
738,-3.9049999999999994
739,0.38774718883288095
740,5.695
741,2.8865950000000025
742,15.270974
743,11.428
744,15.857
745,1
746,1.0
747,-7.829276538201487
748,1
749,0.9930000000000039
750,-1
751,11.888
752,1.0
753,12.57515
754,-448.793
755,1.144
756,1.219
757,13.033
758,17.116
759,5.024
760,13.033
761,39.285
762,1.444
763,76.009
764,1
765,1.0
766,-37.427
767,3.737
768,-4879.137
769,2
770,2.166
771,1.538
772,6.634
773,23.339
774,30.608
775,12.661
776,-0.746
777,9.57
778,3.693
779,-111.86086956521739
780,-1
781,-3.868
782,-16.96
783,1
784,3.146
785,6.060999999999999
786,1.206
787,-25.332
788,7.14
789,4.038
790,10.973
791,64.137
792,19.42473805264503
793,3.581
794,2.658
795,-166.583
796,1.8179999999999978
797,1
798,5.072
799,8.548144
800,5.954000000000001
801,-38.261
802,7
803,5.558017069184674
804,-2268.892
805,-10.652999999999999
806,1.0
807,23.339000000000002
808,4.321
809,1.987
810,-4.5
811,24.418999999999997
812,2.317
813,3.5940000000000003
814,1
815,7.327108
816,0.724
817,5.623
818,60.605
819,15.075375000000001
820,75.876
821,9.14508
822,0.266
823,5.608988223984619
824,1
825,10.704
826,33.555
827,-1.5432608695652175
828,0.5416510318949344
829,15.387
830,6.717
831,54.287333
832,3.5132339999999997
833,2
834,8.723
835,15.85657327586207
836,11.242
837,10.713
838,3.345
839,-8.977999999999998
840,5.695
841,-4.7940000000000005
842,5.142000000000001
843,1.046
844,127.348
845,2.547
846,-3864.1077299999997
847,9.719
848,0.5459999999999994
849,6.474
850,0.7419206967682787
851,0.6533493541604084
852,6.178
853,-3864.108
854,42.760999999999996
855,2.034560723514212
856,6.483999999999938
857,0.0
858,-0.07999999999999996
859,1
860,1.3108792389136104
861,1.0350000000000001
862,-4879.137004227905
863,-4.536
864,9.571
865,-9.84
866,32.733000000000004
867,20.384
868,3.629666011787819
869,-1
870,-1.218
871,2.904
872,1
873,6.555
874,-0.8763211153586687
875,1.394
876,1.6039999999999996
877,6.388999999999999
878,46.074
879,4.373000000000001
880,-0.5150999999999999
881,0.0
882,9.212
883,1
884,23.552
885,0.8520000000000003
886,0.4297606659729449
887,1
888,7.762099722181604
889,1.6290000000000564
890,-3.9090554254488685
891,9.651
892,4.106
893,1.0
894,1
895,1
896,-26.102999999999998
897,29.494464999999995
898,677.4209280000001
899,6.668
900,1
901,-166.583
902,12.673
903,26.231
904,1.522
905,1.538
906,1.282427695004382
907,1.2189999999999999
908,0.0
909,-2.4459999999999997
910,-0.8124740556247406
911,1
912,127.348173
913,0.4770000000000003
914,6.484
915,-31.054
916,11.403409
917,6.514
918,6.379
919,370.34
920,1.588253509496284
921,2.444
922,-1
923,7.285
924,-3413.356
925,9.368
926,-3.897
927,6.66
928,2.1740000000000004
929,12.138645785352374
930,1
931,11.995000000000001
932,-1
933,-5534.926
934,1.0
935,-43.858000000000004
936,5.609
937,1
938,1.044
939,54.287
940,11.16
941,13.079
942,1
943,-15.032999999999998
944,7.176
945,8.977999999999998
946,16.162
947,1.0
948,1.0
949,6.178
950,1
951,1.0
952,2.4386416861826703
953,1.396000000000008
954,8.12
955,5.467
956,8.786000000000001
957,3.029
958,1
959,0.657
960,3421.2801870000003
961,9.064
962,22.883909
963,1
964,1
965,0.4316857327865314
966,176.343
967,11.12698
968,-39.826
969,0.3007181328545781
970,10.178
971,1
972,-4.723
973,1.0
974,1.578
975,171.6
976,1.916
977,0.11811953697141508
978,3.127
979,-7.56
980,12.672999999999998
981,1.577923976608187
982,2.444
983,0.42200000000000015
984,80.83
985,88.596
986,-110.38922399999998
987,26.352899999999998
988,5.954
989,20.384
990,5.376
991,4.41
992,1
993,0.11147029316687103
994,30.753359999999997
995,7.2690000000000055
996,13.735
997,4.891
998,22.884
999,591.200874
1000,39.343
