Question Number,Answer
252,-4.189
253,-3.812
254,-295.8
255,-5.262
256,0.8566
257,53.391
258,1.787
259,2.034
260,7.149
261,-3.8
262,1.003
263,7.308
264,1
265,3.068
266,-1
267,0.085
268,-2503.249
269,1
270,7.05
271,8.901
272,-790.7
273,93.256
274,69.303
275,1
276,-641.8
277,-39.34
278,1.5
279,0.10693
280,1.98
281,0.382
282,19.5
283,-1
284,5.716
285,2.90
286,0.1679
287,-29.178
288,1
289,-3.8938
290,0.547
291,1
292,3.05
293,0.175
294,1.417
295,7.013
296,-3.645
297,2.653
298,1
299,0.7747
300,-18.82
301,7.08
302,0.14102
303,4.868
304,1348.21
305,8.408
306,1
307,3.798
308,109.633
309,1
310,1
311,-5534.069
312,9.130
313,69.641
314,3.1
315,2.3
316,3.266
317,0.5204
318,5.236
319,17.115
320,6.198
321,1.00
322,31.254
323,-3.888
324,5.525
325,-64.720
326,2.21
327,0.1838
328,2.5
329,13.43
330,0.1809
331,-493.2
332,10.741
333,5.525
334,-79.6
335,235.935
336,2.727
337,-109.2
338,-5.26
339,6.299
340,-1
341,0.906
342,-2.45
343,32.83
344,2.2
345,2.474
346,1.74
347,9.264
348,0.10594
349,10.3
350,13.182
351,2.568
352,1.299
353,8.078
354,29.806
355,7.8
356,8.742
357,10.957
358,-3.517
359,30.073
360,0.43
361,69.3
362,175.660
363,-0.806
364,3.575
365,4886.013
366,455.491174
367,1.8366
368,2.1729
369,4.104
370,2
371,-0.757
372,0.1606
373,1
374,0.646
375,78.054
376,-160.899
377,3.1
378,77.88
379,29.490
380,2.3
381,8.14936
382,-48461.8422
383,9.13
384,2.65
385,-3.060
386,-14.036
387,5.623
388,5.346
389,4.12
390,19.68
391,1.83
392,1.020
393,1.451
394,0.7652
395,7.05
396,25.362
397,-641.800
398,176.3
399,1
400,11.246
401,6.717
402,3.968
403,1.229
404,-53.73
405,-109.15
406,1.922
407,3.07
408,0.426
409,1
410,3
411,-48461.8
412,12.011
413,2278.001
414,45.653
415,0.384
416,5.034
417,2.1
418,1
419,1.417
420,8.842
421,11.157
422,11.50
423,3.1
424,0.768
425,-1840.7
426,-11.297
427,19.9
428,9.399
429,1
430,8.801
431,-2262.700
432,-3
433,3.318
434,23.4
435,-1
436,1.020
437,2.32
438,1
439,1
440,-3.9
441,-69.478
442,29.3734
443,2278.001
444,0.1530
445,5.5
446,-18.819
447,0.3564
448,0.9941
449,2.474
450,1.896
451,-295.524
452,1.735
453,7.05
454,-1
455,69.82
456,1
457,71.306
458,10.302
459,-7.83
460,1
461,1.8
462,0.1088
463,1.7
464,7.852
465,10.266
466,31.636
467,-43.477
468,-79.6
469,99.6222
470,1.04
471,4.27
472,1
473,-164.34
474,1
475,15.026
476,1
477,3.80
478,1
479,5.866
480,0.438
481,175.66
482,10.797
483,5.0
484,6.72
485,1
486,1
487,675.58
488,8.1
489,1
490,8.078
491,591.2
492,0.85
493,-30.076
494,1.04
495,6.9
496,81.34
497,30.465
498,1.2726
499,17.658
500,25.4
501,-243.516
502,4.636
503,1.21
504,19.902
505,6.992
506,-4.557
507,-32.574
508,-14.885
509,27.293
510,4.5
511,23.41
512,1
513,2.067
514,13.623
515,5.71
516,58.150
517,-16.244
518,11.51
519,1.081
520,8.1
521,-1840.700
522,-1.70
523,2.969
524,1
525,1
526,75.6702
527,119.607
528,30.5
529,1.895
530,-2.234
531,6.299
532,46.07
533,12.652
534,11.333
535,8.117
536,65.77
537,36.64
538,1
539,1
540,1.020
541,3.589
542,-26.1
543,3.044
544,6.02
545,2.316
546,5.672
547,1
548,0.3828
549,8.762
550,-26.1
551,68.38
552,-2493.674
553,44.52
554,1
555,1.683
556,-31.10
557,29.81
558,19.439
559,0.696
560,-1.0
561,1
562,1.338
563,2.225
564,8.845
565,0.6564
566,1.5
567,17.082
568,7.149
569,8.559
570,0.522
571,652.636
572,99.622
573,27.372
574,1
575,6.198
576,1
577,-1.513
578,13.088
579,6.992
580,8.642
581,12.011
582,3.847
583,-2.263
584,1
585,0.3708
586,1.372
587,1.62
588,-55.676
589,-39.337
590,59.67
591,1
592,3.589
593,-1.543
594,4.609
595,-0.588
596,81.34
597,-806.2
598,31.636
599,-806.2
600,19.37
601,175.95
602,-3.999
603,1
604,-0.0845
605,137.388
606,59.7
607,4.050
608,-11.629
609,5.367
610,22.24
611,3.952
612,1
613,2.067
614,4.4
615,0.8648
616,4.56
617,11.40
618,12.577
619,-41.295
620,0.4614
621,7.278
622,0.2466
623,1
624,3199.37
625,77.88
626,180.631
627,0.6871
628,3.06
629,0.5990
630,3.145
631,1.04
632,5.628
633,4.136
634,0.313
635,-1
636,-3.569
637,1
638,11.0
639,0.775
640,2.45
641,2.6555
642,8.862
643,365.3
644,17.0815
645,0.1916
646,5.74
647,8.335
648,-1.5127
649,1.197
650,7.695
651,1.4136
652,22.24
653,365.300
654,-1
655,0.352
656,43.197
657,3.6
658,-695.36
659,1.184
660,-1
661,2.32
662,8.891
663,1.623
664,1
665,-1
666,-3.853
667,0.6035
668,2.149
669,43.19666
670,3.963
671,-7.686
672,6.256
673,58.15
674,-790.70
675,3.1
676,-2493.674
677,0.1511
678,1.545
679,70.206
680,-1378.63325
681,6.42
682,-291.990
683,-3.9
684,-37.4
685,-0.55138
686,-0.793
687,1
688,1
689,-11.6
690,-0.588
691,1
692,0.154
693,1
694,2.96
695,21.451
696,1
697,-0.1732
698,3.6
699,-1.013
700,2.175
701,25.9524
702,1.895
703,-3.91
704,119.61
705,0.426
706,1.841
707,11.503
708,-66.3
709,0.1116
710,1
711,30.09
712,2.46
713,19.208
714,8.006
715,1
716,10.1
717,-66.26
718,64.7
719,35.924
720,-3.517
721,19.500
722,12.974
723,-9.152
724,19.57
725,39.67
726,1
727,1
728,33.47
729,-17.87
730,-325.0
731,-2271.181
732,23.56
733,11.57
734,41.590
735,-112.0
736,10.452
737,-17.113
738,-3.905
739,0.3877
740,6.97
741,2.898
742,13.0882
743,13.428
744,-86.88
745,1
746,1
747,-7.829
748,1
749,1.02
750,-1
751,25.952
752,1
753,19.8555
754,-448.793
755,3.07
756,1.2
757,13.024
758,17.1
759,5.031
760,13.02
761,39.289
762,1.41
763,75.779
764,1
765,1
766,-37.431
767,3.737
768,-4878.416
769,1
770,2.17
771,7.70
772,6.634
773,23.284
774,30.47
775,12.65
776,-3.06
777,-2504.93
778,3.847
779,-111.974
780,-1
781,-3.85
782,-16.988
783,2
784,3.1
785,13.505
786,1.210
787,-25.330
788,7.14
789,4.038
790,10.752
791,64.15
792,19.37
793,3.586
794,2.656
795,-166.54
796,1.826
797,1
798,5.072
799,4.274
800,5.954
801,-38.307
802,1
803,5.534
804,-2271.181
805,-10.538
806,1
807,23.284
808,4.321
809,1.987
810,-4.5
811,26.343
812,2.32
813,3.553
814,1
815,7.3532
816,0.724
817,5.623
818,60.600
819,16.999
820,75.670
821,10.139
822,0.265
823,5.596
824,1
825,10.69
826,33.559
827,-1.543
828,0.544
829,22.727
830,6.72
831,54.29583
832,3.609
833,1
834,8.723
835,-86.875
836,11.244
837,10.713
838,3.318
839,-12.337
840,6.97
841,-16.87
842,5.288
843,1.2
844,126.301
845,1.272
846,-3864.30873
847,9.726
848,7.99
849,6.474
850,0.742
851,0.6533
852,6.2
853,-3864.31
854,43.067
855,2.034
856,6.504
857,-325.0
858,-0.08
859,1
860,1.42151
861,1
862,-4878.4159
863,-18.6
864,7.99
865,-9.832
866,32.742
867,20.389
868,3.630
869,-1
870,-1.218
871,2.904
872,1
873,6.555
874,-0.8756
875,1.5
876,3.608
877,6.39
878,46.07
879,4.37
880,-1.704
881,-2514.5
882,10.212
883,1
884,23.56
885,0.852
886,0.4291
887,1
888,7.807
889,5.716
890,-3.913
891,9.748
892,4.118
893,1
894,1
895,1
896,-26.13
897,29.49
898,675.582
899,5.74
900,1
901,-166.54
902,12.696
903,26.24
904,1.52
905,1.2
906,1.2596
907,1.22
908,-119.6
909,-2.446
910,-0.8126
911,1
912,126.3005
913,0.477
914,6.5
915,-31.100
916,11.40
917,6.514
918,6.379
919,370.34
920,2.3459
921,2.342
922,-1
923,8.006
924,-3413.376
925,9.4
926,-3.894
927,6.66
928,2.174
929,12.16
930,1
931,11.995
932,-1
933,-5534.069
934,1
935,-43.893
936,5.60
937,1
938,3.04
939,54.3
940,11.165
941,13.079
942,1
943,-15.038
944,7.241
945,2.871
946,16.224
947,1
948,1
949,6.153
950,1
951,1
952,-291.99
953,0.407
954,15.46
955,5.467
956,8.786
957,3.957
958,1
959,0.604
960,3421.3
961,9.064
962,23.0252
963,1
964,1
965,0.2158
966,176.300
967,23.203
968,-39.872
969,0.3003
970,10.12
971,1
972,-4.723
973,1
974,1.579
975,171.6
976,1.92
977,0.1181
978,3.18
979,-14.9
980,12.696
981,1.5785
982,2.34
983,0.422
984,-493.20
985,-485.434
986,-110.0
987,26.35
988,5.95
989,20.4
990,5.377
991,4.41
992,1
993,0.1115
994,30.4992
995,7.278
996,13.62
997,4.9
998,23.03
999,591.24
1000,39.37
